entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;sumber_anggota
a4 custom motorcycles_jl.terusan pasirkoja babakan irigasi, gg. remaja viii, rt.11 rw02/rw.no.20;A4 custom motorcycles;3.4;31.0;jl.terusan pasirkoja babakan irigasi, Gg. Remaja VIII, RT.11 rw02/RW.no.20;Kota Bandung;Bengkel Sepeda Motor;Motor saya ga kelar2 sdh mo 5 bulan. Susah komunikasinya. Awal2 pas minta duit aja lancar. Giliran minta foto progress gada dikirim. Msh berharap janji ditepati sblm menempuh cara lain. ||| Jangan harap motor kalian jadi di sini cari tempat lain yang lebih professional. Bertanggung jawab gaada, kebanyakan bohong, ngaret, hasil gaada. Kalau mau custom jangan disini kalau mau masih mau custom motor yg bagus ke tempat lain aja. Yang mau bukti chat aja banyak buktinya, tempat motor kyk gini harus dihindari liat review orang lain sebelum saya udh banyak buktinya hasilnya gaada uangnya diambil tanggung jawab gaada. ||| Surgannya pencinta hobi motor Custom ||| Kurang tau sih karna ke sini lewat aja karna rumah suami saya di daerah sini mungkin lain kali nanti nyoba benerin disini atau custom tapi dari ulasan yang udah kurang memuaskan cuman kan kita tidak tau kalo tidak mencobanya hehe jadi ok ok aja ||| Akang nya asik diajak diskusi masalah motor, garapannya pun udah motor kelas atas (pernah garap R1) kemarin minta bantuin pasang spakbor depan untuk scrambler saya;Rajif
99 custom choppers / garage 99 custom_jl. astana anyar no.251;99 Custom Choppers / Garage 99 Custom;4.6;159.0;Jl. Astana Anyar No.251;Kota Bandung;Toko Sepeda Motor;motor scoopy bisa jadi style chopper ga? ||| Sebuah bengkel custom motor yg bisa di pake nongkrong ||| pengalaman pribadi . ini bengkel ramah dan sebelum pasang diskusi dulu bener bener terbaik ini bengkel custom . ||| mang boleh ikut gabung nongki ga mang ||| Maaf saya belum bisa ngasih penilaian lebih karena hanya sekedar lewat sepintas saja;Rajif
dokter gigi (spesialis gigi anak) drg. diah prastuti warastri, spkga_jl. denki no.20;Dokter Gigi (Spesialis Gigi Anak) drg. Diah Prastuti Warastri, SpKGA;3.0;6.0;Jl. Denki No.20;Kota Bandung;Klinik Gigi;Mahaaalll, tambal gigi geraham 2 bolong masing2 1 titik 700k, gak sebulan rontok semua, pdhl tambal gigi di puskesmas aja klo geraham kuat puluhan taun ||| Dokternya ramah dan sabar, harganya juga terjangkau dibanding dengan dokter gigi anak di tempat lain;Rajif
modif motor_2jw6+p63, gg. ciseureuh vi, rw.05;Modif Motor;5.0;1.0;2JW6+P63, Gg. Ciseureuh VI, RW.05;Kota Bandung;Bengkel Sepeda Motor;Modif motor dari 2 jadi 3;Rajif
audy dental bandung gatsu | klinik dokter gigi spesialis_jl. gatot subroto no.47a;Audy Dental Bandung Gatsu | Klinik Dokter Gigi Spesialis;4.9;4593.0;Jl. Gatot Subroto No.47A;Kota Bandung;Klinik Gigi;"Pertama kali ke Audy Dental Care Bandung cabang Gatot Subroto, lokasinya cukup strategis karena ada di jalan utama, jadi gampang ditemukan.

Datang ke sini buat antar istri yang pakai asuransi swasta, dan sebelumnya sudah janjian dulu untuk cek dokter serta atur jadwalnya. Nilai plus banget, paginya ada tim yang ngingetin via reminder, jadi nggak takut kelupaan.

Di sini juga pilihan dokternya cukup banyak, termasuk dokter spesialis, jadi lebih yakin kalau butuh penanganan tertentu. Tempatnya sekitar 2 lantai (kalau nggak salah), lantai 1 buat lobi dan ada beberapa ruang praktek sama ada ruang tunggu, sedangkan lantai 2 ada area bermain anak—lumayan membantu kalau bawa keluarga dan ada juga ruang praktik.

Kebersihan juga terjaga, kelihatan petugas rutin bersihin beberapa area.

Untuk pelayanan, staff-nya ramah-ramah dan cukup membantu dari awal sampai selesai.

Cuma satu catatan kecil, area parkir mobil menurut saya agak terbatas, jadi mungkin agak susah kalau lagi ramai. ||| Tempat yang sangat rekomended,tidak ribet saat Mengantri hanya menunggu jadwal kita,penjelasan dokter sangat detail,tempat nyaman dan bersih,apalagi lgi tambah Sekarang ada tempat Snack corner jdi menunggu pun masih bisa sambil nyemil .teeeeeeeerrrrrrrrrrrrrbaaaaaaaaaaaiiiiiks. ||| Tambalannya ga bertahan lama. Ga jamin ambil yg mahal juga. Dn stelah aku komplain krena udh smpe 2x copot dlm wktu bbbrpa bulan aja. Padahal dlm sehari anakku bisa 4x sikat gigi. Tiap abis makan apapun langsung aku sikat, smpe capek aku sikat gigi dia trus, tpi gpp demi anak. Gasuka dikasih makanan keras apalagi permen. Dia gasuka keluar rumah. Cuma makan biasa aja. Makan kue lembek jga cuma 1x sehari dan langsung disikat. Gasuka makan semabrangan. Gasuka makan Ciki atau keripik2 gtu krena ga suka aku kasih. Makanannya aku kontrol. Ke sekokah bwa bekal. Gasuka jajan semabrangan. Main keluar bawa sikat dn odol habis makan dluar lgsg disikat. malah kek yg nyalahin aku. Tempat bagus, dokter2 dn asistennya ramah dn sabar. Tapi kecewa banget. Udh 2x aku kesana ehh lepas mulu tambalannya. Yg pertama baru 1 bulan udh lepas. Yg kedua bru 5 bulan udh lepas. Pdhal bayar 1.5juta lebih utk lubang graham anakku yg kecil tanpa PSA, dn belum ada keluhan sakit krena buru2 aku bawa kesana. Tiap abis makan selalu aku sikat gigi pke yg berflouride. Tiap abis sarapan, abis makan siang, abis ngemil, mau tidur selalu aku sikat. Kl main keluar dn sekolah aku selalu bwa sikat dn odolnya. Tapi ttep aja lepas. Permen yg keras, yupi dll aja ga aku kasih. Paling kue lembek itu jga sdkit krena aku batasin bgt manisnya. Dia cuma makan nasi drumah kek biasa. Malah anakntemenku pke yg BPJS smpe skrh mau setaun awet. Dan dia sebelumnya prnh ke spesialis anak jga dan sama copot2 jga katanya. Entahlah. Ga ada kompensasi apa2 jga dri mreka. Dikasih voucher 150k doang sama aja kek promo2 bulanan yg lain. Jwabannya jga template gitu aja. Aku nulis review seadanya sesuai pengalaman aku yg udh 2x kesana ya. Smoga bisa jadi referensi buat mommy2 yg lagi cari dentist buat anaknya. Tanpa maksud menjelekkan Audy Kids, tapi itu yg dialami aku dan anakku. ||| Kecewa, Reservasi dokgi jam 20.00 tapi sampe 20.56 belum masuk. Kami masih menunggu ketika dapat info mundur menjadi 20.20. Tapi ternyata belum masuk juga padahal hampir jam 9 malam. Rasanya gimana ini sedang sakit gigi, tapi malah seperti ini 😿 ||| First time
Cabut gigi anak 6th

Langsung 2gigi hehehe
Tindakan cepat skali ga nyangka,
Dokter suster nya ramah
Tempat bagus& Bersih
Trimakasih banyak
Drg.stevani monika Sp.KGA
Audy dental mekarwangi";Rajif
gihon variasi bandung_jl. katapang kaler no.3/9;Gihon Variasi Bandung;4.3;6.0;Jl. Katapang Kaler No.3/9;Kota Bandung;Bengkel Sepeda Motor;No stock management, no info. Barang ada untuk pesanan, pada kenyataannya tidak ada 👎 ||| Mantul perlengkapan custom nya memuaskan dan harga terjangkou hemat mantap sukses terus ||| Joss;Rajif
yobel variasi motor_jl. katapang kaler no.8;Yobel Variasi Motor;4.4;14.0;Jl. Katapang Kaler No.8;Kota Bandung;Bengkel Sepeda Motor;"Asesoris nya lengkap banget, harga sesuai kualitas , pelayanan nya okeh...top... markotop...👍👍👍 ||| Mantap 👍🏻 service nya gercep
Recommend ,bakalan langganan 😊
Thank you seller ||| Sangat membantu, ramah dan gercep. Harga ekonomis pas di kantong, dan lengkap ||| Beli stang british,yg dateng stang chopper plok. (Via shope) mana beda dudukan lg ||| Barang bagus,.. murah euy..👍👍👍";Rajif
omdc dental & omdc kidz dental bandung_jl. cimanuk no.2;OMDC DENTAL & OMDC KIDZ DENTAL BANDUNG;5.0;425.0;Jl. Cimanuk No.2;Kota Bandung;Klinik Gigi;alhamdulillah, momie dgan tenang karena perawat dan dokternya sangat terampil jd ga tegang ditambah suasana ruangan kids friendly bgtttttt, pelayanannya pun nyaman🥰 ||| Pelayanannya bagus, dokter sopan dan ramah, tempat luas dan bersih juga ramah anak masyaAllah ✨ ||| tempat dan pelayanan OMDC Bandung TOP SEKALI😍 Dokternya sangat nice handle anak anak, Annora Happy😍😍 ||| Saya dan suami saya scalling gigi di omdc. Sebelum scalling dilakukan pemeriksaan terlebih dahulu dan diedukasi. Terima kasih drg. carissa penjelasannya mudah dimengerti dan sangat informatif. Kualitas pelayanan dan kebersihannya sangat baik, tetap dipertahankan. Next time kalo scalling atau harus ada perawatan gigi bakal kesini dan rekomendasiin ke teman-teman, terima kasih! ||| pasang behel disini bulan februari lalu karena ada promo 6jutaan aja, ehh tenyata cuman jebakan doang, dtg kesana banyak banget biaya tersembunyinya dari biaya pendaftaran, biaya konsultasi, biaya tambal dua gigi, biaya scaling sampe biaya rogsent itu pun harus pake pihak kedua yg kalo ditotal jadi 9jtuaan ditagihnya pun ditengah tengah tindakan jadi mau gk mau harus bilang iya. sangat tidak direkomendasikan untuk dtg kesini semua dibiayain, sekalian aja ada biaya duduk , biaya nafas, biaya dengerin omongan lu😮‍💨. pantes setiap dtg tempatnya selalu sangat sangat sepi banget karena emng se ga wort it itu. untuk kalian yg mau dtg saya sgt tidak menyarankan. dan itu pun ulasan yg ngasih bintang lima ulasan palsu semua/buzzer!! SEKALI LGI YG BACA ULASAN SAYA JANGAN SAMPE DTG KESINI PASTI NYESEL!! SEMOGA ONWERNYA BACA BIAR BISA DIEVALUASI LAGI;Rajif
zoomin clinic by banteng dental_jl. k.h. ahmad dahlan no.76;Zoomin Clinic By Banteng Dental;4.9;688.0;Jl. K.H. Ahmad Dahlan No.76;Kota Bandung;Klinik Gigi;Klinik gigi terbaik di bandung, tempatnya bersih rapi dan nyaman, stap2 dan dokternya ramah semua, saat periksa di jelasin oleh dokternya detail. Sukses selalu Zoomin Clinic🙏🏼🦷 ||| Alhamdulillaah pengalaman perdana bersama drg. Astari sangat berkesan: sejak awal komunikatif, edukatif, cukup sabar dgn karakter pasien spt saya, hihi. Hasilnya juga oke menurut sy. Sy kesini Krn ada promo di bulan Ramadhan. Lokasi juga cukup terjangkau dan pelayanannya nyaman, ramah, sy dapat giliran yg TDK perlu lama antrian. Apa karena asistennya ada dua org, jd cukup efisien. Sukses untuk lokasi baru klinik dari yg semula. Much better dan byk pilihan dokter spesialis disini (total 13 org). Bikin rajin kontrol gigi ga, sih? 😆 ||| Klinik gigi recommended di Bandung, tempatnya bersih dan nyaman, dokternya ramah dan sangat informatif, ngejelasin satu persatu masalah gigi saya, staff nya pada ramah, ada promo scaling juga ||| tempatnya nyaman, pelayanan bagus, dokternya ramah, penjelasannya detail✨😍 ||| Pengalaman yang sangat menyenangkan. Dari awal datang, staff-nya ramah dan membantu. Dokter sangat teliti dan sabar, terutama saat menjelaskan kondisi gigi dan perawatannya. Kliniknya juga modern dan higienis. Hasil perawatannya memuaskan, sangat worth it...;Rajif
rs27motoshop - variasi motor_jl. sriwijaya no.111;RS27motoshop - variasi motor;4.5;44.0;Jl. Sriwijaya No.111;Kota Bandung;Toko Suku Cadang Motor;"Pelayanan kepada pelanggan sangat baik, banyak promo menarik, suku cadang lengkap namun disayangkan hasil cuci motornya kurang baik ||| Tolong sound nya jgn gede2, menganggu tetangga sampe tengah malem loh padahal di maps tutup jam 5 sore, nyatanya sampe tengah malem. Kalo mau begitu jgn bikin usaha deket rumah2 ya ||| a kalo malem"" tolong dikecilin musicnya tutupnya katanya jam 5 ini udh sampe malem masih berisik kedenger mengganggu warga sekitar ||| enak buat nongki sambil servis motor ||| Pelayanan bagus, Harga terjangkau, Pengerjaan cepat dan hasil rapih👍🏻 Tempat cozy banget mantap👍🏻";Rajif
praktik dr.atti semiati semaun. mm& drg.ibnu suryatmojo., spkg., m.kg_jl. suryalaya iv no.23;Praktik dr.Atti Semiati Semaun. MM& drg.Ibnu Suryatmojo., SpKG., M.KG;4.6;9.0;Jl. Suryalaya IV No.23;Kota Bandung;Dokter Gigi;Udah jam 23.00 masih harus nunggu antrian padahal appointment jam 21.00. Ga normal bgt ke dokter gigi sampe tengah malem, perjalanan kerumah perlu waktu 1jam naik motor itupun klo ga macet. Lain kali kalo bikin appointment dikasih estimasi buat setiap orang penangananya krn ini yang masih nunggu sampe jam 23.00 appointment nya semua sama di jam 21.00. Pulang2 malah nambah penyakit jadinya masuk angin 😔 ||| Dokter ibnu, dokter gigi langganan sejak dari palasari. Recommended dengan layanan ramah dan helpful. Bikin janji dan datang sesuai jadwal ||| dr. Atti dan perawatnya ramah sekali, saya berobat ke sana sejak bayi. Pelayanannya mantap. ||| Drg Ayu mantapp, trampil, pekerjaan nya rapih, makasih Drg Ayu , sukses terus dan maju bersama klinik dn apotek YEMIMA nya👍🏻;Rajif
dome modified_jl. lengkong kecil no.42;DOME MODIFIED;4.5;18.0;Jl. Lengkong Kecil No.42;Kota Bandung;Bengkel Sepeda Motor;Kelihatan simple tapi barang yg ditawarkan ga main main.. racun edan! ||| Meskipun tempatnya tidak terlalu besar tapi disini pelayannya bagus ditambah barang barangnya juga banyak,jadi kalo mau custom motor sport ngga usah ragu kalo kesini.pokoknya mantap ||| 👍👍👍👍👍👍👍👍👍 ||| Mantap buat yang suka modif motor. Akesoris dan spare part motor juga tersedia lengkap ||| great services with many available items and humble mechanics;Rajif
prophet custom powder coating_jl. leuwi panjang no.165;Prophet Custom Powder Coating;4.6;34.0;Jl. Leuwi Panjang No.165;Kota Bandung;Bengkel Motor Elektrik;Kang, kalau mau powder coating masih buka? Saya ke Workshop 5 tahun lalu, masih buka sekarang? ||| kang disini bisa croome behel scoopy donat? ||| powder coating disini detail banget, suka dengan warnanya, kadang melebihi ekspektasi kita ||| Pengen tau harga coating knalpot jadi item doff, berapa kang? ||| Bisa crhome pelk motor?;Rajif
molars dental aesthetics paskal - dokter gigi bandung_no. 25-27, jl. pasir kaliki no.a-46;Molars Dental Aesthetics PASKAL - DOKTER GIGI BANDUNG;4.9;1542.0;No. 25-27, Jl. Pasir Kaliki No.A-46;Kota Bandung;Klinik Gigi;"Tempatnya oke, strategis, deket mall. Staff sama dokternya pada baik. Pas mau pasang behel juga sempet dipermudah soalnya ada konsultasi behel onlinenya. Gratis lagi. Jadi tau masalah sampe ke budgetingnya sebelum bener bener pasang. Dapet harga potongan yang oke juga dari situ. Overall bagus sii suka ||| Perawatan behel saya di Klinik Molars Dental sangat memuaskan. Dokternya ramah, sabar menjelaskan setiap tahap perawatan, dan hasilnya terlihat rapi sesuai harapan. Tempatnya bersih, nyaman, dan pelayanannya cepat. Kontrol rutin juga selalu diingatkan oleh admin, jadi tidak pernah terlewat. Sangat direkomendasikan untuk yang ingin pasang behel dengan aman dan nyaman. Terimakasih Molars Dental sukses selalu💙 ||| JANGAN PERNAH BEHEL DISINI!! Ampun ampunan harga bulanannya terlalu gila. Harga promo/pas awal memang menarik bersaing sama klinik sebelah, tapi pas ngejalaninnya tiap bulan bakal diperas habis-habisan! Mana tiap dateng ada biaya admin yang gak masuk akal!! Mending kalau adminnya responsif dan baik, ramah melayani cust. Ini adminnya sangat defensif, gakmau ngalah sama cust, egonya tinggi dan suka MEPET NGASITAU PEMBERITAHUAN bahwa ada keterlambatan waktu kontrol. TOLONG GANTI ADMINNYA DONG CARI YANG GA JUDGEMENT DAN SOK2AN DIDEPAN CUST! PAS DATENG PUN GA RAMAH SENYUM SAPA SAMA SEKALI. SAYA DATENG KAYA GA BAYAR KALIAN AJA KOK BISA BERSIKAP KAYA CUST DI CHAT/PAS KETEMU KAYA GT. BAD!!! ||| Pilihan ter top pindah tempat pasang behel harganya masih masuk akal, kontrol tiap bulan selalu ada reminder dan konfirmasi harga kontrolnya juga sangat sesuai dengan pelayanannya 💓
Dr Gilda juga baikk telaten sekali jarang banget ngerasa ga nyaman/sakit selama perawatan bahkan pas cabut gigi
rotgen pun jugaa suda incl pas awal jadi gaperlu pindah pindah ||| Paling takut ke dokter gigi, tetapi nyoba chek up dlu dengan dokter elsa langsung klop nyambung ramah banget dokternya bisa nenangin aku yang takut ke dokter gigi jadi langsung pake bhel di molars sampe sekarang udah selesai perawatan bhelnya dan hasilnya sangat memuaskan. 💞";Rajif
dokter gigi bandung - edental_jl. sarirasa no.2;Dokter Gigi Bandung - EDental;5.0;429.0;Jl. Sarirasa No.2;Kota Bandung;Dokter Gigi;"Pertama Kali nyobain Scalling di sini and Trust me...Worthed Banget!

Pelayanannya Ramah, Pengerjaannya juga Cepat, Tempatnya Nyaman Banget, dan Harganya juga Budget Friendly

Must ke sini deh kalau mau di Scalling! ||| Dokternya ramah dan perawatnya juga, pelayanan nya sangat bagus dan informatif. Selalu tepat waktu sesuai jadwal yang ditetapkan. Rekomendasi dokter nyaman dan aman. ||| Rasanya kaya lagi perawatan gigi di luar negeri, karena suasananya rapi, adem, dan detail dekorasinya diperhatiin banget.
Tempatnya juga gak bikin kaku, malah bikin betah duduk lama-lama karena vibes-nya calming. Menurut aku, klinik ini dari segi tempat udah menang banyak dibanding yang lain. ||| EDental tuh bener-bener cute banget pelayanannya! Staffnya super sweet, explain everything dengan jelas dan lembut banget. Tempatnya juga clean and comfy, vibes-nya bikin hati tenang gituuu. Temen-temenku juga banyak yang bilang hasilnya really good and satisfying. Kalau bisa kasih bintang 10, I’d happily give 10 stars! EDental is such a lovely place for anyone yang mau perawatan gigi tapi tetep pengen rasa aman dan nyaman 🫶🦷✨ ||| Klinik gigi terbaik dengan pelayanan yang luar biasa bagus. Dokternya sangat ramah, kliniknya nyaman dan bersih dengan nuansa Korea. Hasil perawatannya sangat memuaskan dan tidak terasa sakit. Pasti akan kembali lagi untuk perawatan selanjutnya.";Rajif
haykal service & modifikasi jok motor_jl. astana anyar no.306;Haykal Service & Modifikasi Jok Motor;5.0;4.0;Jl. Astana Anyar No.306;Kota Bandung;Bengkel Sepeda Motor;;Rajif
rc motogarage bandung_jl. pungkur no.122;RC Motogarage Bandung;4.8;649.0;Jl. Pungkur No.122;Kota Bandung;Toko;"keren banget disini, banyak barang ori dan juga ada barang second yg dijual lebih murah. worth it banget gass ||| Beli helm disini pelayanannya ramah, friendly, topp markotobbb. Datang lebih dr jam 7 juga dilayanin.👍👍👍 ||| Bagus bgt jaket disini dan pilihan nya juga cukup banyak..
Pelayanan jg ramah dan gercep walopun lagi ramai ||| Pelayanan ramah, dari banjarmasin ke bandung buat cari jacket & helm di RCmotogarage ||| Kualitas produk nya bagus bagus dan juga pelayanan nya sangat ramah";Rajif
bengkel cat rproject garage duco custom_masjid nurul iman, jl merkuri timur 8 blok z no 187 samping;BENGKEL CAT RPROJECT GARAGE duco Custom;4.5;42.0;Masjid Nurul Iman, Jl merkuri timur 8 blok z no 187 samping;Kota Bandung;Bengkel Sepeda Motor;"Mengecewakan pikir 2 kali kalo kesini jangan mau di bego2in, cerita nya mau ngcat disini di awal udah di jelasin saya minta dari nol dihilangkan cat sebelum nya, sudah beberapa kali saya pantau motor saya masih belum di garap dari semenjak masuk, nyimpen motor juga sembarangan motor keujananan jadi muncul karat puncaknya setelah saya tau ternyata tangki tidak diremover terlebih dahulu malah langsung di amplas dan timpah poxy dari situ saya tarik kembali dan mencoba meminta uang yang sudah saya bayar LUNAS di awal dia bilang tidak bisa karna sudah di belikan peralatan cat seharga 400 dari situ saya udah males berdebat, intinnya mengecewakan 👎👎👎

Tidak mungkin saya kritik jika sesuai dengan apa yang saya harapkan!!! ||| Ceritanya saya hanya mau ngeclear ulang part carbon tapi ya begitulah banyak yang meler, berbuih didalam clear, popping juga bukan banyak lagi, gk rata juga ada yg tebel ada yg tipis.
Padahal saya tanya sudah beres apa belum, jawabnya beres😅 ehh taunya saya yg bayar malah saya yg dikasih kerjaan lagi.

Saran aja mau diterima syukur, tidak juga gk masalah, sebagai konsumen yang membayar jasa anda, seharusnya konsumen mendapat hasil yang maksimal, ketika anda mengembalikan barang konsumen harusnya sudah final, konsumen terima beres tinggal pasang dan pake, bukan malah dapet kerjaan lagi, hasil yang apa adanya seperti ini, walaupun ada itikad baik menawarkan perbaikan ""ngamplas dan poles"" katanya dan disuruh nunggu dlu 2 minggu baru bisa diperbaiki. tapi ya waktu lebih berharga, harus nunggu segitu lama dan harus bongkar pasang lagi mah gmna, gk worth.

Seharusnya klo anda mengutamakan hasil dan kepuasan konsumen, direvisi dulu tuh sampe jadi sebelum dikirim balik ke konsumen, klo ada masalah pada hasil kerjaan anda, tinggal bilang aja konsumen juga pasti ngerti kok, tapi klo kaya gini ya gimana, dikirim hasil kerjaan anda yang apa adanya dibilang udh beres, mencoba peruntungan dari hasil kerjaan yang gagal, klo konsumen gk protes anda yang untung, klo konsumen protes baru nawarin perbaikan, kan gk gitu cara kerjanya klo emng bener mah😅

Begitulah kira² hanya saran aja ini mah tidak bermaksud menjelekan dan menggurui tapi saya bayar uang dengan nominal segitu tapi hanya mendapat hasil yang apa adanya seperti ini🤣 ||| Kang mau tanya kalau cat motor beat duluxe full body berapa? ||| Kalo repaint ini tangki sama body depan + kepala nya aja kira kira berapa ya?? ||| Bengkelnya Mantap Walaupun Terpencil
Detail Banget Orangnya...
Nggak nyesal lah pokoknya
Kekurangannya Kalo Mau Datang Harus Di kontak dulu
Takut Orangnya lagi Sibuk
Lihat Aja Intagramnya @Overlimitdream";Rajif
rob1 sport racing_sekejati, jl. rancabolang no.62;ROB1 Sport Racing;4.7;138.0;Sekejati, Jl. Rancabolang No.62;Kota Bandung;Bengkel Sepeda Motor;"Produk knalpot Rob1 segi suara oke, tapi mines di braket nya cuma 1 untuk Vario150 gen 2. Jadi sambungan braket ke slincer mudah patah. Saran kasih 2 braket atas dan bawah biar lebih kokoh. ||| Bengkel, toko apparel bisa custom personal. Bikin kaos, sepatu, jaket motor custom. Sampai ke knalpot juga bisa custom. Mantap dahhh ROB1. ||| Solusi leheran knalpot rob1 yg mepet selang radiator new vario 2019 gimana?
Ga di ukur kah pas bikin
Itu selang radiator output air dah dingin untuk dinginin mesin di panggang leheran knalpot lagi dah gimana desainernya ini ||| Recomended buat yg cari knalpot nmax dan xmax nih... ||| Ada db killer rob1 nmax old";Rajif
azotbezot garage_jl. ibrahim adjie no.4;Azotbezot garage;5.0;9.0;Jl. Ibrahim Adjie No.4;Kota Bandung;Bengkel Sepeda Motor;"Buildernya ramah dan hasil nya mantap, ada cuci motor nya juga BERSEKA, ||| bengkel asik, motor klasik, owner ramah, menerima berbagai ubahan/custom/modifikasi roda dua. mulai dari motor bebek, bekjul, streetcub, choppy cub, scrambler, chopper, japstyle, caferacer, moge, harley sportster dyna panhead shovelhead knucklehead ironhead, triumph, honda cb gl, yamaha xs sr rxz rx king, 2 tak, 4 tak, dll semua masuk. pokonya keluar dari sini dijamin supermadep, yang penting 3S (siap-sabar-santuy). terimakasih klinik kang Aji.. 🤙🏻😎🏍 ||| Bagus banget
Mekanik /buildernya ramah
Hasil kerjaaanya mantul baguss ||| Mantap, hasil handmade nya oke bingit ||| Owner ramah. Harga bisa di nego.";Rajif
ardigh car audio_jl. cihapit no.58;Ardigh car audio;5.0;2.0;Jl. Cihapit No.58;Kota Bandung;Toko Audio Mobil;pemasangan ok, tempat nyaman ada taman juga 🤭;Rajif
gepe audio mobil bandung_jl. cihapit;Gepe Audio Mobil Bandung;4.7;0.0;Jl. Cihapit;Kota Bandung;Toko Audio Mobil;;Rajif
endang audio_dpn taman audio, jl. taman cibeunying utara;Endang audio;4.7;0.0;dpn taman audio, Jl. Taman Cibeunying Utara;Kota Bandung;Toko Audio Mobil;;Rajif
big valve custom n repair_no 134;Big valve custom n repair;4.3;6.0;no 134;Kota Bandung;Bengkel Sepeda Motor;good for costume rider ||| Repair n custom ||| Good Service and Good Job;Rajif
sumber jaya utama_jl. cijawura girang iii no.i2;Sumber Jaya Utama;4.3;8.0;Jl. Cijawura Girang III No.I2;Kota Bandung;Toko Alat Listrik;Kemarin tgl 11 mei 2022 nyoba beli kipas angin buat kulakan lagi...beberapa jenis barang harganya nggak masuk di kami, terlalu mahal...tadinya kalo murah mau buat langganan sekalian pas mampir ke tasik ||| Ka spiral kabel ada nggak ya?;Rajif
sinarsakti anekasarana. pt (kenwood)_jl. bkr no.61;Sinarsakti Anekasarana. PT (Kenwood);5.0;1.0;Jl. BKR No.61;Kota Bandung;Toko Audio Mobil;;Rajif
bcv50_jl. nyengseret no.50;BCV50;4.9;126.0;Jl. Nyengseret No.50;Kota Bandung;Toko Suku Cadang Motor;"Mantab
Puas banget, rapih juga profesional dalam pengerjaannya
Cocok untuk hobi modif motor..
Motor bikin Gahar pull serasi dengan selera. ||| Motor kesayangan menjadi elegan..
Trimakasih BCV50 🙏
Barang kualitas terbaik , pengiriman mantap..
Pemasangan PNP , gak ribet... ||| Terima kasih BCV50 produknya sdh sampai dan terpasang. Bagi teman"" pecinta Body custom disini saja, pelayanannya baik dan cepat respon.
Salam ADY 🙏🙏
Buton SULTRA. ||| Barang mantap ga banyak modif lagi langsung repaint langsung pasang...ok pokonya mah...semoga makin maju bcv50🙏 ||| Banyak hal baru yg harus di pelajari dri sini";Rajif
sankyo freon_jl. kiara condong no.404;Sankyo Freon;4.3;138.0;Jl. Kiara Condong No.404;Kota Bandung;Jasa Reparasi Kulkas;"Tokonya nyaman, parkir mudah dan yang pasti karyawannya ramah.
Cari gearbox sharp adanya samsung, spec nyaris sama hanya beda dituas motor drain.
Terimakasih walaupun tidak jd dibeli bisa konsultasi ||| Klo mslh hrg mah gak masalah, katanya pada ramah saya belanja gak bawa contoh katanya klo barang yg SDH di beli gak bisa di tukar,Krn lihat di medsos bhw pelanyan nya ramah,saya coba,ketus ah muka nya juga,orang nya logat Jawa nya medok banget ||| Apa di tempat ini menerima jual freon masih segel pak/bu? ||| Jual berbagai macam sperpat AC, kulkas dll ||| Kak bisa kirim lewat instant ga ke daerah cimahi? Minta nomor WA nya boleh?";Rajif
service center rinnai - miyako - shimizu_jl. garuda no.107b;Service Center Rinnai - Miyako - Shimizu;4.8;1415.0;Jl. Garuda No.107B;Kota Bandung;Jasa Reparasi Peralatan Rumah Tangga;"pelayanan baik dan memuaskan...
terima kasih...
cuma setelah ada fly over jadi susah mencarinya, sampai 3x bolak balik... papan nama baru kelihatan kalau dari fly over... dari jalan biasa tidak terlihat... ||| Miyako Sy SDH cukup tua kurleb 7th..bodynya dah pada pecah Alhamdulillah diservice disini cepat cm 3 hr dan kembali baru lagi,Sy pertahakan model yg lama ini ||| Terimakasih, kemarin saya datang ke Service Center Shimizu untuk service mesin Shimizu. Alhamdulillah mesin nya sudah mulus kembali. Pelayanan nya ramah sekali, satpam nya pun menyambut kedatangan saya dan membawakan mesin yg ruksak ke dalam ruangan. ||| Terima kasih atas respon keluhan dan kunjungan teknisinya. Diberikan pencerahan dan tanpa biaya sama sekali. ||| Pelayanan ok, security sigap, , cm saya mau ksh saran klo ada customer yg sevis kompor sebaiknya body dari kompornya sekalian dibersihkan, jadi konsumen lbh puas.";Rajif
pmworks the garage_jl. hayam wuruk no.28b;PMworks the garage;5.0;6.0;Jl. Hayam Wuruk No.28B;Kota Bandung;Toko Audio Mobil;"PM works garage

Langganan sudah puluhan tahun, berbagai mobil pernah pasang foglamp, pasang spoiler, ganti batok lampu, ganti switch mundur, dll dll disini

Ownernya turun tangan langsung, aura workshop nya santai dan friendly. Tarif bersahabat banget. Sambil nunggu bisa kulineran di kafe sekitar atau cari2 baju anak di pojokan jalan

Recommended banget dah.

Sukses selalu bang Rom

NB : Banyak kucingnya, kalau seneng kucing sambil nunggu bisa main2 sama kucing ||| saya suka tempat ini, yg punya baik, kucingnya banyak, anjing nya galak, mobil saya selalu ada disini ||| Great workshop";Rajif
